Unique ID,Date of Collection,Collector Name,Source Platform,Source Publication,Original Date,Title/Headline,URL,Search Query Used,Fraud Category,Fraud Subcategory,Narrative Type,TXT File Name,Notes
NA-4319,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 January, 2022","Kotak Mahindra Bank Ltd. vs K.Seetharam Bhat on 14 January, 2022",https://indiankanoon.org/doc/139318141/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4319.txt,Court: State Consumer Disputes Redressal Commission | Doc ID: 139318141
NA-4320,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"13 May, 2022","Mahesh Kumar Poddar vs The State Of Jharkhand on 13 May, 2022",https://indiankanoon.org/doc/157003932/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4320.txt,Court: Jharkhand High Court | Doc ID: 157003932
NA-4321,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 January, 2022","The Chief Manager vs K.Seetharam Bhat on 14 January, 2022",https://indiankanoon.org/doc/147390199/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4321.txt,Court: State Consumer Disputes Redressal Commission | Doc ID: 147390199
NA-4322,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 January, 2022","The Chief Manager vs K.Seetharam Bhat on 14 January, 2022",https://indiankanoon.org/doc/136280608/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4322.txt,Court: State Consumer Disputes Redressal Commission | Doc ID: 136280608
NA-4323,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"13 July, 2022","Jaydeep Madhukar Wakankar vs The State Of Andhra Pradesh on 13 July, 2022",https://indiankanoon.org/doc/56699948/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4323.txt,Court: Andhra Pradesh High Court - Amravati | Doc ID: 56699948
NA-4324,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 July, 2014","Adv R.Mahalakshmi vs Commissioner Of Police on 21 July, 2014",https://indiankanoon.org/doc/68207149/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4324.txt,Court: Madras High Court | Doc ID: 68207149
NA-4325,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"4 October, 2021","K. Mathamma vs The State Of Telangana And 9 Others on 4 October, 2021",https://indiankanoon.org/doc/71199828/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4325.txt,Court: Telangana High Court | Doc ID: 71199828
NA-4326,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 April, 2014","Rajeev Sawhney S/O.Late W.N.Sawhney vs The Inspector Of PoliceCyberCrimeWing on 25 April, 2014",https://indiankanoon.org/doc/59897051/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4326.txt,Court: Madras High Court | Doc ID: 59897051
NA-4327,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2017","State ByCyberCrimePolice vs 2. Abubakar Siddique S/O Hayathulla on 27 January, 2017",https://indiankanoon.org/doc/101865435/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4327.txt,Court: Bangalore District Court | Doc ID: 101865435
NA-4328,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 August, 2024","A.Kamala vs The State on 9 August, 2024",https://indiankanoon.org/doc/97529164/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4328.txt,Court: Madras High Court | Doc ID: 97529164
NA-4329,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 August, 2024","A.Kamala vs The State on 9 August, 2024",https://indiankanoon.org/doc/128274054/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4329.txt,Court: Madras High Court | Doc ID: 128274054
NA-4330,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 August, 2024","A.Kamala vs The State on 9 August, 2024",https://indiankanoon.org/doc/61044820/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4330.txt,Court: Madras High Court | Doc ID: 61044820
NA-4331,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 November, 2025","Tirupathi Bharathi vs The State Of Ap on 10 November, 2025",https://indiankanoon.org/doc/15499929/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4331.txt,Court: Andhra Pradesh High Court - Amravati | Doc ID: 15499929
NA-4332,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 April, 2025","Newspace Research And Technologies ... vs The State Of Karnataka on 25 April, 2025",https://indiankanoon.org/doc/111590419/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4332.txt,Court: Karnataka High Court | Doc ID: 111590419
NA-4333,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 December, 2025","Iqbal Rashid vs The State Of Jharkhand on 5 December, 2025",https://indiankanoon.org/doc/74944052/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4333.txt,Court: Jharkhand High Court | Doc ID: 74944052
NA-4334,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 December, 2025","Iqbal Rashid vs The State Of Jharkhand on 5 December, 2025",https://indiankanoon.org/doc/32072499/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4334.txt,Court: Jharkhand High Court | Doc ID: 32072499
NA-4335,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 August, 2025","Jayanta Kumar Das vs State Of Odisha .... Opposite Parties on 22 August, 2025",https://indiankanoon.org/doc/194218633/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4335.txt,Court: Orissa High Court | Doc ID: 194218633
NA-4336,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"7 November, 2022","A.Rajasekaran vs The State Of Tamil Nadu on 7 November, 2022",https://indiankanoon.org/doc/4404592/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4336.txt,Court: Madras High Court | Doc ID: 4404592
NA-4337,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,Unknown Date,P. Markandan vs The Commissioner,https://indiankanoon.org/doc/32185904/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4337.txt,Court: Madras High Court | Doc ID: 32185904
NA-4338,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,Unknown Date,P. Markandan vs The Commissioner,https://indiankanoon.org/doc/109309483/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4338.txt,Court: Madras High Court | Doc ID: 109309483
NA-4339,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,Unknown Date,P. Markandan vs The Commissioner,https://indiankanoon.org/doc/189036620/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4339.txt,Court: Madras High Court | Doc ID: 189036620
NA-4340,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 November, 2024","Nasimudeen K vs NationalCyberCrimeReporting Portal on 8 November, 2024",https://indiankanoon.org/doc/85652717/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4340.txt,Court: Kerala High Court | Doc ID: 85652717
NA-4341,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 August, 2024","Sheeba C E vs NationalCyberCrimeReporting Portal, ... on 16 August, 2024",https://indiankanoon.org/doc/174464817/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4341.txt,Court: Kerala High Court | Doc ID: 174464817
NA-4342,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 July, 2025","A.Shankar @ Savukku Shankar vs The Secretary To Government on 29 July, 2025",https://indiankanoon.org/doc/85927270/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4342.txt,Court: Madras High Court | Doc ID: 85927270
NA-4343,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"11 March, 2024","Ananya Kumar vs Union Of India & Ors. on 11 March, 2024",https://indiankanoon.org/doc/165418295/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4343.txt,Court: Delhi High Court | Doc ID: 165418295
NA-4344,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 September, 2022","Sanjay.K.R., Rep By Raju vs State Of Kerala on 27 September, 2022",https://indiankanoon.org/doc/53997832/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4344.txt,Court: Kerala High Court | Doc ID: 53997832
NA-4345,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 June, 2021","Bailly Gui Landry vs The State Of Telangana on 22 June, 2021",https://indiankanoon.org/doc/64560610/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4345.txt,Court: Telangana High Court | Doc ID: 64560610
NA-4346,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 June, 2021","Bailly Gui Landry vs The State Of Telangana on 22 June, 2021",https://indiankanoon.org/doc/183022635/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4346.txt,Court: Telangana High Court | Doc ID: 183022635
NA-4347,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 January, 2026","Dharmendra Chawra Harish Bhai S/O Shri ... vs State Of Rajasthan (2026:Rj-Jp:533) on 5 January, 2026",https://indiankanoon.org/doc/178313265/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4347.txt,Court: Rajasthan High Court - Jaipur | Doc ID: 178313265
NA-4348,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 April, 2024","Sbi Cards And Payment Services Private ... vsCyberCrimeP S on 5 April, 2024",https://indiankanoon.org/doc/89372949/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4348.txt,Court: Bangalore District Court | Doc ID: 89372949
NA-4349,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2017","State ByCyberCrimePolice Station vs 3. Darshan Singh Saini S/O Kartar Singh ... on 27 January, 2017",https://indiankanoon.org/doc/110432589/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4349.txt,Court: Bangalore District Court | Doc ID: 110432589
NA-4350,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 September, 2016","State ByCyberCrimePolice Station vs Theodore.Jay.Jaffe on 16 September, 2016",https://indiankanoon.org/doc/116958455/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4350.txt,Court: Bangalore District Court | Doc ID: 116958455
NA-4351,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 August, 2016","State ByCyberCrimePolice Station vs S. Venkatesh S/O Late Sanjeev Rao on 1 August, 2016",https://indiankanoon.org/doc/48958870/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4351.txt,Court: Bangalore District Court | Doc ID: 48958870
NA-4352,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 July, 2022","Fashnear Technologies Private Limited vs Meesho Online Shopping Pvt. Ltd & Anr on 20 July, 2022",https://indiankanoon.org/doc/79551006/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4352.txt,Court: Delhi High Court - Orders | Doc ID: 79551006
NA-4353,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 July, 2020","Cell, Economic Offences Wing, Delhi ... vs Mr. Akash Verma & Ors on 14 July, 2020",https://indiankanoon.org/doc/8651136/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4353.txt,Court: Delhi High Court - Orders | Doc ID: 8651136
NA-4354,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"31 July, 2018","D.Ramesh vs V.Vijayakumar on 31 July, 2018",https://indiankanoon.org/doc/141725085/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4354.txt,Court: Madras High Court | Doc ID: 141725085
NA-4355,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 February, 2022","Bachan Kumar @ Ram Bachan Kumar vs The State Of Bihar on 1 February, 2022",https://indiankanoon.org/doc/62489003/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4355.txt,Court: Patna High Court - Orders | Doc ID: 62489003
NA-4356,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 October, 2010","Gouresh Mehra vs The State Rep. By Tr on 25 October, 2010",https://indiankanoon.org/doc/810217/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4356.txt,Court: Madras High Court | Doc ID: 810217
NA-4357,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"7 January, 2021","Sri Kunal Bahl vs State Of Karnataka on 7 January, 2021",https://indiankanoon.org/doc/110897300/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4357.txt,Court: Karnataka High Court | Doc ID: 110897300
NA-4358,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 November, 2022","Smt. T. Usha Bhai vs The State Of Telangana on 9 November, 2022",https://indiankanoon.org/doc/191038062/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4358.txt,Court: Telangana High Court | Doc ID: 191038062
NA-4359,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 April, 2016","Sandeep Pandey vs Union Of India And 8 Others on 22 April, 2016",https://indiankanoon.org/doc/100923782/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4359.txt,Court: Allahabad High Court | Doc ID: 100923782
NA-4360,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 March, 2017","Md. Kamal Ashraf & Ors vs The State Of Bihar Through The Director ... on 8 March, 2017",https://indiankanoon.org/doc/83097765/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4360.txt,Court: Patna High Court - Orders | Doc ID: 83097765
NA-4361,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 July, 2018","State Of Haryana vs Naveen Kumar @ Nonu & Sonam @ Sonu on 17 July, 2018",https://indiankanoon.org/doc/168158192/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4361.txt,Court: Punjab-Haryana High Court | Doc ID: 168158192
NA-4362,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 March, 2013","M/S Bloomberg Finance L P vs State Of Karnataka on 15 March, 2013",https://indiankanoon.org/doc/99660485/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4362.txt,Court: Karnataka High Court | Doc ID: 99660485
NA-4363,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 June, 2021","Akash Kumar Pathak vs State Of Odisha ........ Opp. Party on 17 June, 2021",https://indiankanoon.org/doc/139659777/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4363.txt,Court: Orissa High Court | Doc ID: 139659777
NA-4364,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 December, 2020","Thota Suresh Babu, vs The State Of Andhra Pradesh, on 30 December, 2020",https://indiankanoon.org/doc/164321693/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4364.txt,Court: Andhra Pradesh High Court - Amravati | Doc ID: 164321693
NA-4365,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 April, 2019","M/S Stelling Technologies Pvt. Ltd. ... vs Indian Railway Catering And Tourism ... on 5 April, 2019",https://indiankanoon.org/doc/123092336/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4365.txt,Court: Delhi High Court | Doc ID: 123092336
NA-4366,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"12 November, 2020","Varinder Pal Singh @ V.P. Singh vs State Of Punjab on 12 November, 2020",https://indiankanoon.org/doc/93358445/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4366.txt,Court: Punjab-Haryana High Court | Doc ID: 93358445
NA-4367,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 February, 2022","Shiv Kumar vs The State Of Bihar on 1 February, 2022",https://indiankanoon.org/doc/29610717/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4367.txt,Court: Patna High Court - Orders | Doc ID: 29610717
NA-4368,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 January, 2023","Anish Jose Antony vs State Of Karnataka on 3 January, 2023",https://indiankanoon.org/doc/28393960/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4368.txt,Court: Karnataka High Court | Doc ID: 28393960
NA-4369,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 May, 2000","Further Discussion On The Information Technology Bill, 1999 Moved By Shri Pramod ... on 16 May, 2000",https://indiankanoon.org/doc/1960247/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4369.txt,Court: Lok Sabha Debates | Doc ID: 1960247
NA-4370,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 March, 2024","Nenavath Bujji vs The State Of Telangana on 21 March, 2024",https://indiankanoon.org/doc/157064185/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4370.txt,Court: Supreme Court of India | Doc ID: 157064185
NA-4371,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 January, 2021","Shantanu Rastogi vs State Ofkarnataka on 21 January, 2021",https://indiankanoon.org/doc/28880688/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4371.txt,Court: Karnataka High Court | Doc ID: 28880688
NA-4372,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 January, 2026","Bhupesh Arora vs Directorate Of Enforcement on 29 January, 2026",https://indiankanoon.org/doc/150283538/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4372.txt,Court: Gauhati High Court - Kohima | Doc ID: 150283538
NA-4373,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"23 February, 2026","Bhupesh Arora vs Directorate Of Enforcement on 23 February, 2026",https://indiankanoon.org/doc/40530048/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4373.txt,Court: Delhi High Court | Doc ID: 40530048
NA-4374,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 January, 2026","Bhupesh Arora vs Directorate Of Enforcement on 29 January, 2026",https://indiankanoon.org/doc/136735578/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4374.txt,Court: Gauhati High Court - Kohima | Doc ID: 136735578
NA-4375,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 March, 2026","Sri Ganapathy Manickam vs State Of Karnataka on 5 March, 2026",https://indiankanoon.org/doc/94811252/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4375.txt,Court: Karnataka High Court | Doc ID: 94811252
NA-4376,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 March, 2023","Swapnil Bhatt vs Central Bureau Of Investigation on 14 March, 2023",https://indiankanoon.org/doc/148783053/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4376.txt,Court: Madhya Pradesh High Court | Doc ID: 148783053
NA-4377,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 March, 2017","Deepak Kumar Abhishek vs The State Of Bihar Through The Director ... on 8 March, 2017",https://indiankanoon.org/doc/64753899/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4377.txt,Court: Patna High Court - Orders | Doc ID: 64753899
NA-4378,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 March, 2017","Md. Yunus vs The State Of Bihar Through The Director ... on 8 March, 2017",https://indiankanoon.org/doc/95244177/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4378.txt,Court: Patna High Court - Orders | Doc ID: 95244177
NA-4379,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 March, 2017","Alok Kumar vs The State Of Bihar & Ors on 8 March, 2017",https://indiankanoon.org/doc/122955401/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4379.txt,Court: Patna High Court - Orders | Doc ID: 122955401
NA-4380,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"7 June, 2024","Chandrakanth Siddharth Kamble vs The State Of Telangana on 7 June, 2024",https://indiankanoon.org/doc/193401621/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4380.txt,Court: Telangana High Court | Doc ID: 193401621
NA-4381,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 October, 2025","Deep Rajendrakumar Shah vs State Of Gujarat on 3 October, 2025",https://indiankanoon.org/doc/123291773/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4381.txt,Court: Gujarat High Court | Doc ID: 123291773
NA-4382,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 October, 2025","R. D. Chaitra vs Directorate Of Enforcement on 15 October, 2025",https://indiankanoon.org/doc/16601408/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4382.txt,Court: Karnataka High Court | Doc ID: 16601408
NA-4383,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 April, 2025","Dr. Madhukar G Angur vs The State on 22 April, 2025",https://indiankanoon.org/doc/162564262/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4383.txt,Court: Karnataka High Court | Doc ID: 162564262
NA-4384,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 November, 2024","M/S Smartcoin Financials Private ... vs The Deputy Director And Another on 6 November, 2024",https://indiankanoon.org/doc/22303345/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4384.txt,Court: Telangana High Court | Doc ID: 22303345
NA-4385,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 August, 2024","Abhishek Tiwari And Ors vs State Of Ut Chd And Anr on 22 August, 2024",https://indiankanoon.org/doc/109326161/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4385.txt,Court: Punjab-Haryana High Court | Doc ID: 109326161
NA-4386,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"12 October, 2020","The High Court Of Andhra Pradesh At ... vs State Of Andhra Pradesh, on 12 October, 2020",https://indiankanoon.org/doc/149800230/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4386.txt,Court: Andhra Pradesh High Court - Amravati | Doc ID: 149800230
NA-4387,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 August, 2021","State Rep. By vs A.Duraimurugan Pandiyan Sattai on 6 August, 2021",https://indiankanoon.org/doc/18395180/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4387.txt,Court: Madras High Court | Doc ID: 18395180
NA-4388,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 August, 2021","State Rep. By vs A.Duraimurugan Pandiyan Sattai on 6 August, 2021",https://indiankanoon.org/doc/135226919/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4388.txt,Court: Madras High Court | Doc ID: 135226919
NA-4389,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 February, 2022","Rinku Singh @ Deepak Kumar @ Deepak Kumar ... vs The State Of Bihar on 1 February, 2022",https://indiankanoon.org/doc/142233676/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4389.txt,Court: Patna High Court - Orders | Doc ID: 142233676
NA-4390,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 February, 2012","P.Sundararajan vs The Registrar [Vigilance on 27 February, 2012",https://indiankanoon.org/doc/22462224/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4390.txt,Court: Madras High Court | Doc ID: 22462224
NA-4391,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 December, 2025","Tasaul Sk vs The State Of West Bengal & Another on 17 December, 2025",https://indiankanoon.org/doc/99875396/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4391.txt,Court: Calcutta High Court (Appellete Side) | Doc ID: 99875396
NA-4392,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 December, 2025","Tasaul Sk vs The State Of West Bengal & Another on 17 December, 2025",https://indiankanoon.org/doc/94053395/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4392.txt,Court: Calcutta High Court (Appellete Side) | Doc ID: 94053395
NA-4393,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"23 April, 2024","Sri. Chandradhara. S. R vs State Of Karnataka By on 23 April, 2024",https://indiankanoon.org/doc/129791266/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4393.txt,Court: Karnataka High Court | Doc ID: 129791266
NA-4394,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"7 November, 2024","Kailash Vijayvargiya vs The State Of West Bengal And Another on 7 November, 2024",https://indiankanoon.org/doc/83743334/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4394.txt,Court: Calcutta High Court (Appellete Side) | Doc ID: 83743334
NA-4395,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 December, 2025","Tasaul Sk vs The State Of West Bengal & Another on 17 December, 2025",https://indiankanoon.org/doc/53841985/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4395.txt,Court: Calcutta High Court (Appellete Side) | Doc ID: 53841985
