Unique ID,Date of Collection,Collector Name,Source Platform,Source Publication,Original Date,Title/Headline,URL,Search Query Used,Fraud Category,Fraud Subcategory,Narrative Type,TXT File Name,Notes
NA-4756,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 March, 2022","Narendra Kumar A. Baldota vs The State Of Karnataka on 14 March, 2022",https://indiankanoon.org/doc/104450533/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4756.txt,Court: Supreme Court of India | Doc ID: 104450533
NA-4757,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 September, 2024","Adnan Nisar vs Directorate Of Enforcement on 17 September, 2024",https://indiankanoon.org/doc/150385313/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4757.txt,Court: Delhi High Court | Doc ID: 150385313
NA-4758,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 September, 2024","Shivang Malkoti vs Directorate Of Enforcement & Anr. on 17 September, 2024",https://indiankanoon.org/doc/129703231/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4758.txt,Court: Delhi High Court | Doc ID: 129703231
NA-4759,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 September, 2024","Vishal Moral vs Directorate Of Enforcement, ... on 17 September, 2024",https://indiankanoon.org/doc/171388166/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4759.txt,Court: Delhi High Court | Doc ID: 171388166
NA-4760,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 July, 2025","Jacqueline Fernandez vs Directorate Of Enforcement on 3 July, 2025",https://indiankanoon.org/doc/113594707/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4760.txt,Court: Delhi High Court | Doc ID: 113594707
NA-4761,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 June, 2020","M/S. Itc Limited vs Nestle India Limited on 10 June, 2020",https://indiankanoon.org/doc/30082527/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4761.txt,Court: Madras High Court | Doc ID: 30082527
NA-4762,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"24 March, 2015","Shreya Singhal vs U.O.I. on 24 March, 2015",https://indiankanoon.org/doc/76238264/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4762.txt,Court: Supreme Court - Daily Orders | Doc ID: 76238264
NA-4763,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 October, 2025","Grasim Industries Limited And Anr vs Saboo Tor Private Limited And 5 Other on 16 October, 2025",https://indiankanoon.org/doc/140861516/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4763.txt,Court: Bombay High Court | Doc ID: 140861516
NA-4764,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 August, 2023","Kamala Thiagarajan vs Union Of India on 30 August, 2023",https://indiankanoon.org/doc/16374703/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4764.txt,Court: Madras High Court | Doc ID: 16374703
NA-4765,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"18 November, 2016","A.Valiammal vs C.Madhuram on 18 November, 2016",https://indiankanoon.org/doc/198291280/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4765.txt,Court: Madras High Court | Doc ID: 198291280
NA-4766,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"28 August, 2024","Olam International Limited vs Manickavel Edible Oils Private Limited on 28 August, 2024",https://indiankanoon.org/doc/44587433/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4766.txt,Court: Madras High Court | Doc ID: 44587433
NA-4767,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 September, 2023","Mohamed Dayan vs The District Collector on 8 September, 2023",https://indiankanoon.org/doc/124501451/,internet fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4767.txt,Court: Madras High Court | Doc ID: 124501451
NA-4768,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"23 July, 2018","Motion For Consideraton Of The Negotiable Instruments (Amendment) Bill, 2017 ... on 23 July, 2018",https://indiankanoon.org/doc/193561067/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4768.txt,Court: Lok Sabha Debates | Doc ID: 193561067
NA-4769,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 July, 2025","Mmtc Limited vs Anglo-American Metallurgical Pty ... on 29 July, 2025",https://indiankanoon.org/doc/11834915/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4769.txt,Court: Delhi High Court | Doc ID: 11834915
NA-4770,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 March, 2021","Prabhat Kumar Srivastava vs SeriousFraudInvestigation Office on 25 March, 2021",https://indiankanoon.org/doc/29319283/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4770.txt,Court: Delhi High Court | Doc ID: 29319283
NA-4771,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 December, 2025","Smt. Keshar & Another vs Shri Sandeep Lakra & Another on 6 December, 2025",https://indiankanoon.org/doc/19904900/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4771.txt,Court: Delhi High Court | Doc ID: 19904900
NA-4772,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 January, 2025","Ramesh Kumar @ Ramesh Kumar Singh vs The State Of Bihar on 30 January, 2025",https://indiankanoon.org/doc/198829081/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4772.txt,Court: Patna High Court | Doc ID: 198829081
NA-4773,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 January, 2025","M/S Ashutosh Traders Through Its ... vs The State Of Bihar Through The Principal ... on 30 January, 2025",https://indiankanoon.org/doc/187758830/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4773.txt,Court: Patna High Court | Doc ID: 187758830
NA-4774,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 January, 2025","Nitish Kumar vs The State Of Bihar Through Chief ... on 30 January, 2025",https://indiankanoon.org/doc/68413051/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4774.txt,Court: Patna High Court | Doc ID: 68413051
NA-4775,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2025","Shankar Yadav vs The State Of Bihar Through The Principal ... on 27 January, 2025",https://indiankanoon.org/doc/157219873/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4775.txt,Court: Patna High Court | Doc ID: 157219873
NA-4776,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2025","Ramesh Kumar @ Ramesh Kumar Singh vs The State Of Bihar on 27 January, 2025",https://indiankanoon.org/doc/26242905/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4776.txt,Court: Patna High Court | Doc ID: 26242905
NA-4777,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2025","Nitish Kumar vs The State Of Bihar Through Chief ... on 27 January, 2025",https://indiankanoon.org/doc/105048639/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4777.txt,Court: Patna High Court | Doc ID: 105048639
NA-4778,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2025","M/S Ashutosh Traders Through Its ... vs The State Of Bihar Through The Principal ... on 27 January, 2025",https://indiankanoon.org/doc/50541518/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4778.txt,Court: Patna High Court | Doc ID: 50541518
NA-4779,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 February, 2026","Digitech Call System Pvt. Ltd vs India Post Payments Bank Ltd & Anr on 17 February, 2026",https://indiankanoon.org/doc/93316099/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4779.txt,Court: Delhi High Court | Doc ID: 93316099
NA-4780,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"25 September, 2025","Mohit vs State Of Nct Of Delhi on 25 September, 2025",https://indiankanoon.org/doc/97172408/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4780.txt,Court: Delhi High Court - Orders | Doc ID: 97172408
NA-4781,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 August, 2023","Ravi Agarwal vs The State Of Assam And 3 Ors on 9 August, 2023",https://indiankanoon.org/doc/111312480/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4781.txt,Court: Gauhati High Court | Doc ID: 111312480
NA-4782,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 December, 2025","Viinay Rai vs SeriousFraudInvestigation Office on 5 December, 2025",https://indiankanoon.org/doc/169834486/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4782.txt,Court: Delhi District Court | Doc ID: 169834486
NA-4783,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 October, 2024","Raj Kishore Gupta vs L D Salvania on 21 October, 2024",https://indiankanoon.org/doc/141554106/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4783.txt,Court: Delhi District Court | Doc ID: 141554106
NA-4784,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 June, 2023","Sh. Madan Partihasth vs State Of Nct Of Delhi on 8 June, 2023",https://indiankanoon.org/doc/8705719/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4784.txt,Court: Delhi District Court | Doc ID: 8705719
NA-4785,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 December, 2024","Yatender Sharma vs Indian Overseas Bank And Ors on 16 December, 2024",https://indiankanoon.org/doc/102366626/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4785.txt,Court: Delhi District Court | Doc ID: 102366626
NA-4786,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 January, 2022","Chander Parkash vs Om Prakash on 15 January, 2022",https://indiankanoon.org/doc/60021265/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4786.txt,Court: Delhi District Court | Doc ID: 60021265
NA-4787,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 December, 2023","Satish Chander Yadav (Thr Lrs) & Ors vs Lt Col Gaj Singh Through Lrs & Ors on 22 December, 2023",https://indiankanoon.org/doc/11199040/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4787.txt,Court: Delhi High Court | Doc ID: 11199040
NA-4788,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"19 December, 2023","Majestic Infracon Pvt. Ltd. Through ... vs Punjab National Bank & Anr. on 19 December, 2023",https://indiankanoon.org/doc/115294968/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4788.txt,Court: Delhi High Court | Doc ID: 115294968
NA-4789,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"19 December, 2023","Pune Buildtech Pvt Ltd vs Bank Of India on 19 December, 2023",https://indiankanoon.org/doc/87946073/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4789.txt,Court: Delhi High Court | Doc ID: 87946073
NA-4790,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 August, 2025","Smt Reeta Jha vs Sh Mukund Kumar Jha on 27 August, 2025",https://indiankanoon.org/doc/196905930/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4790.txt,Court: Delhi High Court | Doc ID: 196905930
NA-4791,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 March, 2026","Ashwani Singh vs Home Department on 10 March, 2026",https://indiankanoon.org/doc/44227564/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4791.txt,Court: Central Administrative Tribunal - Jammu | Doc ID: 44227564
NA-4792,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 March, 2026","Amit Saini vs Home Department on 10 March, 2026",https://indiankanoon.org/doc/36680550/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4792.txt,Court: Central Administrative Tribunal - Jammu | Doc ID: 36680550
NA-4793,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 March, 2026","Shamsher Singh vs Home Department on 10 March, 2026",https://indiankanoon.org/doc/46720255/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4793.txt,Court: Central Administrative Tribunal - Jammu | Doc ID: 46720255
NA-4794,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"14 July, 2022","Dtdc Express Ltd vs Om Enterprises And Anr on 14 July, 2022",https://indiankanoon.org/doc/39519227/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4794.txt,Court: Delhi District Court | Doc ID: 39519227
NA-4795,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 May, 2024","Ms Crescore Wealth Management Services ... vs Ms. Amrita Kumari on 3 May, 2024",https://indiankanoon.org/doc/193822357/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4795.txt,Court: Delhi District Court | Doc ID: 193822357
NA-4796,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"18 May, 2023","Shanti Devi & Ors. vs . Jai Narain & Ors. on 18 May, 2023",https://indiankanoon.org/doc/8357764/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4796.txt,Court: Delhi District Court | Doc ID: 8357764
NA-4797,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"4 September, 2025","Jage Ram vs Naresh Kumar on 4 September, 2025",https://indiankanoon.org/doc/66159424/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4797.txt,Court: Delhi District Court | Doc ID: 66159424
NA-4798,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"31 July, 2025","Ankur Ghildiyal vs Sanjeev Puri on 31 July, 2025",https://indiankanoon.org/doc/46808775/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4798.txt,Court: Delhi District Court | Doc ID: 46808775
NA-4799,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"28 May, 2025","Komal Chopra vs Ms Global Outdoor Consultancy Pvt. Ltd ... on 28 May, 2025",https://indiankanoon.org/doc/84956735/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4799.txt,Court: Delhi District Court | Doc ID: 84956735
NA-4800,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"19 August, 2025","M/S.Mcf Finleasse P.Ltd vs Jitender Kr. Pandey on 19 August, 2025",https://indiankanoon.org/doc/65465818/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4800.txt,Court: Delhi District Court | Doc ID: 65465818
NA-4801,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 December, 2024","State vs Sunita Bharti on 6 December, 2024",https://indiankanoon.org/doc/140954619/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4801.txt,Court: Delhi District Court | Doc ID: 140954619
NA-4802,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 December, 2021","State vs . Harjinder Singh & Another on 22 December, 2021",https://indiankanoon.org/doc/119983168/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4802.txt,Court: Delhi District Court | Doc ID: 119983168
NA-4803,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"19 September, 2025","Arun Bansal vs Sanjay on 19 September, 2025",https://indiankanoon.org/doc/169233792/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4803.txt,Court: Delhi District Court | Doc ID: 169233792
NA-4804,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 September, 2025","Jatin Khera vs Sneha Dogra on 27 September, 2025",https://indiankanoon.org/doc/114434252/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4804.txt,Court: Delhi District Court | Doc ID: 114434252
NA-4805,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 February, 2026","Vinay Singal vs Subhash Saini And Ors on 3 February, 2026",https://indiankanoon.org/doc/96769148/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4805.txt,Court: Delhi District Court | Doc ID: 96769148
NA-4806,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 August, 2021","Amit Meharia vs Commissioner Of Police & Ors. on 17 August, 2021",https://indiankanoon.org/doc/173275066/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4806.txt,Court: Delhi High Court | Doc ID: 173275066
NA-4807,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 September, 2021","Augmont Gold Pvt Ltd vs One97 Communication Limited on 27 September, 2021",https://indiankanoon.org/doc/192261279/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4807.txt,Court: Delhi High Court | Doc ID: 192261279
NA-4808,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 May, 2021","Interdigital Technology Corporation & ... vs Xiaomi Corporation & Ors. on 3 May, 2021",https://indiankanoon.org/doc/159852349/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4808.txt,Court: Delhi High Court | Doc ID: 159852349
NA-4809,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 August, 2022","Antrix Corporation Ltd. vs Devas Multimedia Private Limited on 29 August, 2022",https://indiankanoon.org/doc/188667751/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4809.txt,Court: Delhi High Court | Doc ID: 188667751
NA-4810,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 September, 2022","Deputy Director Of Income Tax (Inx) vs Xiongwei Li on 20 September, 2022",https://indiankanoon.org/doc/74511821/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4810.txt,Court: Delhi High Court | Doc ID: 74511821
NA-4811,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"24 July, 2023","Vanya Jain vs Ambit Finvest Pvt Ltd And Ors on 24 July, 2023",https://indiankanoon.org/doc/167070425/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4811.txt,Court: Delhi High Court | Doc ID: 167070425
NA-4812,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 May, 2022","Sohan Lal vs Sohan Lal Passi (Deceased) Thr Lrs on 6 May, 2022",https://indiankanoon.org/doc/185285909/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4812.txt,Court: Delhi High Court | Doc ID: 185285909
NA-4813,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"28 July, 2022","Somany Ceramics Limited vs Shri Ganesh Electric Co. & Ors. on 28 July, 2022",https://indiankanoon.org/doc/193841698/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4813.txt,Court: Delhi High Court | Doc ID: 193841698
NA-4814,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"11 March, 2022","Christian Michel James, vs Directorate Of Enforcement on 11 March, 2022",https://indiankanoon.org/doc/119767800/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4814.txt,Court: Delhi High Court | Doc ID: 119767800
NA-4815,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 December, 2020","V Hansprakash(Through Pariokar) vs State on 1 December, 2020",https://indiankanoon.org/doc/75793348/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4815.txt,Court: Delhi High Court | Doc ID: 75793348
NA-4816,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 May, 2017","M/S Alliance University vs Sri Sudhir on 10 May, 2017",https://indiankanoon.org/doc/190634396/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4816.txt,Court: Karnataka High Court | Doc ID: 190634396
NA-4817,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 June, 2022","Delhi State Industrial And ... vs M/S. H.R. Builders on 3 June, 2022",https://indiankanoon.org/doc/2310884/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4817.txt,Court: Delhi High Court | Doc ID: 2310884
NA-4818,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"31 May, 2022","Ms. Utpala Mukherjee vs Aeromarine Logistics Pvt. Ltd. & Ors. on 31 May, 2022",https://indiankanoon.org/doc/174786936/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4818.txt,Court: Delhi High Court | Doc ID: 174786936
NA-4819,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"12 July, 2022","Punjab National Bank vs Surender Singh Bedi And Others on 12 July, 2022",https://indiankanoon.org/doc/96714760/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4819.txt,Court: Punjab-Haryana High Court | Doc ID: 96714760
NA-4820,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"17 March, 2021","People'S All India Anti-Corruption And ... vs Usha International Ltd. & Others on 17 March, 2021",https://indiankanoon.org/doc/115085260/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4820.txt,Court: Competition Commission of India | Doc ID: 115085260
NA-4821,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,Unknown Date,Ravi Parthasarathy vs State Rep. By,https://indiankanoon.org/doc/120257432/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4821.txt,Court: Madras High Court | Doc ID: 120257432
NA-4822,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"27 January, 2022","Shri Tara Singh vs Shri Padam Chand Vaish on 27 January, 2022",https://indiankanoon.org/doc/168615732/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4822.txt,Court: Delhi District Court | Doc ID: 168615732
NA-4823,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"31 May, 2024","Ajay Ramesh Chandra Nawandar vs Central Bureau Of Investigation on 31 May, 2024",https://indiankanoon.org/doc/59068148/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4823.txt,Court: Delhi High Court - Orders | Doc ID: 59068148
NA-4824,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 August, 2024","Praveen Mohammad vs State Govt Of Nct Of Delhi on 5 August, 2024",https://indiankanoon.org/doc/70710964/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4824.txt,Court: Delhi High Court - Orders | Doc ID: 70710964
NA-4825,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"11 December, 2024","Promila Bhagat vs Vijay Kumar Gupta (Deceased) Thr Lrs on 11 December, 2024",https://indiankanoon.org/doc/191372305/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4825.txt,Court: Delhi High Court | Doc ID: 191372305
NA-4826,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 October, 2024","Shri Siddhi Vinayak Medical College And ... vs Union Of India & Anr. on 8 October, 2024",https://indiankanoon.org/doc/132038259/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4826.txt,Court: Delhi High Court | Doc ID: 132038259
NA-4827,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"24 September, 2024","Union Of India Through Sr. Divisional ... vs Shri B.S Sangwan on 24 September, 2024",https://indiankanoon.org/doc/66337671/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4827.txt,Court: Delhi High Court | Doc ID: 66337671
NA-4828,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"5 December, 2023","Master Singham Through Natural ... vs Directorate Of Education & Anr. on 5 December, 2023",https://indiankanoon.org/doc/36509481/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4828.txt,Court: Delhi High Court | Doc ID: 36509481
NA-4829,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 November, 2025","Mamchand vs Narender Kumar @ Neeraj And Others on 1 November, 2025",https://indiankanoon.org/doc/80855272/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4829.txt,Court: Delhi High Court - Orders | Doc ID: 80855272
NA-4830,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 May, 2025","Anglo-American Metallurgical Coal ... vs Mmtc Ltd on 9 May, 2025",https://indiankanoon.org/doc/104836757/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4830.txt,Court: Delhi High Court | Doc ID: 104836757
NA-4831,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"16 November, 2022","Vikram Bakshi vs Sonia Khosla & Another on 16 November, 2022",https://indiankanoon.org/doc/68575009/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4831.txt,Court: Delhi High Court | Doc ID: 68575009
NA-4832,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"8 November, 2021","Raj Kumar Inspector , Ncb New Delhi vs Central Bureau Of Investigation (Cbi) on 8 November, 2021",https://indiankanoon.org/doc/188374960/,digital fraud,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4832.txt,Court: Delhi High Court | Doc ID: 188374960
